Time of Death, Message ID, Age at Death, Place of Death, Place Before Death
106, 961, 1, 77, 77
107, 956, 2, 10, 36
107, 957, 2, 10, 47
107, 954, 2, 39, 2
107, 909, 7, 39, 3
107, 966, 1, 42, 42
107, 967, 1, 42, 42
107, 958, 2, 48, 57
107, 959, 2, 48, 58
107, 936, 4, 60, 16
107, 960, 2, 60, 73
107, 940, 4, 61, 63
107, 962, 2, 61, 81
108, 946, 4, 10, 37
108, 970, 2, 10, 75
108, 955, 3, 15, 16
108, 972, 1, 15, 15
108, 963, 2, 50, 0
108, 964, 2, 50, 18
108, 945, 4, 62, 44
108, 971, 2, 62, 83
108, 917, 8, 63, 59
108, 978, 1, 63, 63
109, 965, 3, 29, 16
109, 953, 5, 29, 48
109, 980, 2, 42, 80
109, 981, 1, 42, 42
109, 975, 2, 61, 54
109, 922, 8, 61, 73
109, 968, 3, 81, 9
109, 986, 1, 81, 81
109, 987, 1, 82, 82
109, 988, 1, 82, 82
110, 984, 2, 47, 74
110, 993, 1, 47, 47
110, 979, 3, 63, 60
110, 977, 3, 63, 65
110, 983, 2, 63, 73
111, 976, 4, 10, 7
111, 992, 2, 10, 25
111, 990, 2, 29, 19
111, 982, 3, 29, 81
111, 973, 4, 63, 21
111, 997, 2, 63, 85
